Financial Institution Number,Institution Name,Institution Type,Charter Type,Headquarters,Failure Date,Insurance Fund,Certificate Number,Transaction Type,Total Deposits,Total Assets,Estimated Loss (2015)
6553.0,STATE BANK OF ALEXANDRIA,COMMERCIAL BANK,STATE,"ALEXANDRIA, NE",4/10/1985 ,FDIC,17466.0,PAYOUT,2413,2545.0,
2455.0,SOUTH COAST BANK,COMMERCIAL BANK,STATE,"COSTA MESA, CA",4/12/1985 ,FDIC,21984.0,ACQUISITION,29483,31304.0,
7516.0,STATE S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SALT LAKE CITY, UT",4/12/1985 ,FSLIC,28447.0,TRANSFER,417950,639002.0,
2454.0,FIRST STATE BANK OF ELGIN,COMMERCIAL BANK,STATE,"ELGIN, OR",4/12/1985 ,FDIC,16255.0,ACQUISITION,15775,18169.0,
2456.0,THE PEOPLES NATIONAL BANK OF LAMPASAS,COMMERCIAL BANK,FEDERAL,"LAMPASAS, TX",4/18/1985 ,FDIC,3294.0,ACQUISITION,40518,39427.0,
2457.0,THE FIRST NATIONAL BANK OF SPRINGFIELD,COMMERCIAL BANK,FEDERAL,"SPRINGFIELD, CO",4/18/1985 ,FDIC,3057.0,ACQUISITION,14011,15305.0,
2458.0,PEOPLES STATE BANK,COMMERCIAL BANK,STATE,"ODEBOLT, IA",4/26/1985 ,FDIC,12414.0,ACQUISITION,12654,13541.0,
6599.0,FIRST ENTERPRISE BANK,COMMERCIAL BANK,STATE,"OAKLAND, CA",4/26/1985 ,FDIC,20708.0,PAYOUT,43013,43809.0,
2459.0,THE BANK OF COMMERCE,COMMERCIAL BANK,STATE,"CHANUTE, KS",5/2/1985 ,FDIC,11775.0,ACQUISITION,63907,66843.0,
2460.0,FARMERS SAVINGS BANK,COMMERCIAL BANK,STATE,"MASSENA, IA",5/3/1985 ,FDIC,16573.0,ACQUISITION,15393,16920.0,
2461.0,FARMERS STATE BANK,COMMERCIAL BANK,STATE,"ST. JOSEPH, MO",5/3/1985 ,FDIC,10599.0,ACQUISITION,49603,50867.0,
2462.0,STORY COUNTY STATE BANK,COMMERCIAL BANK,STATE,"STORY CITY, IA",5/9/1985 ,FDIC,5813.0,ACQUISITION,31633,33586.0,
2463.0,BANK OF NEWCASTLE,COMMERCIAL BANK,STATE,"NEWCASTLE, OK",5/16/1985 ,FDIC,21757.0,ACQUISITION,31169,32623.0,
2464.0,"THE ENERGY BANK, N.A.",COMMERCIAL BANK,FEDERAL,"DALLAS, TX",5/16/1985 ,FDIC,23889.0,ACQUISITION,27370,29744.0,
2465.0,NORTHWEST BANK,COMMERCIAL BANK,STATE,"WHITE SETTLEMENT, TX",5/23/1985 ,FDIC,19076.0,ACQUISITION,51102,54001.0,
2469.0,SECURITY STATE BANK,COMMERCIAL BANK,STATE,"EDGAR, NE",5/31/1985 ,FDIC,18738.0,ACQUISITION,6072,6570.0,
6571.0,FAIRFIELD STATE BANK,COMMERCIAL BANK,STATE,"FAIRFIELD, NE",5/31/1985 ,FDIC,18388.0,PAYOUT,6034,6795.0,
6570.0,SCROGGIN & COMPANY BANK,COMMERCIAL BANK,STATE,"OAK, NE",5/31/1985 ,FDIC,19117.0,PAYOUT,3219,3552.0,
2467.0,BANK OF LOCKESBURG,COMMERCIAL BANK,STATE,"LOCKESBURG, AR",5/31/1985 ,FDIC,13790.0,ACQUISITION,23508,25469.0,
2466.0,BANK OF TAYLOR,COMMERCIAL BANK,STATE,"TAYLOR, NE",5/31/1985 ,FDIC,13797.0,ACQUISITION,13360,14542.0,
6568.0,FIRST TRUST BANK OF LAKEFIELD,COMMERCIAL BANK,STATE,"LAKEFIELD, MN",5/31/1985 ,FDIC,5177.0,TRANSFER,22126,24288.0,
,COMMUNITY FS&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"NASHVILLE, TN",6/7/1985 ,FSLIC,31323.0,PAYOUT,18798,22747.0,
,MAGNOLIA FS&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"KNOXVILLE, TN",6/7/1985 ,FSLIC,31674.0,TRANSFER,3649,4816.0,
2470.0,AMERICAN NATIONAL BANK OF RIVERTON,COMMERCIAL BANK,FEDERAL,"RIVERTON, WY",6/11/1985 ,FDIC,18551.0,ACQUISITION,39595,37937.0,
2471.0,THE FIRST STATE BANK,COMMERCIAL BANK,STATE,"EDNA, KS",6/13/1985 ,FDIC,4657.0,ACQUISITION,8119,8325.0,
2472.0,SWIFT COUNTY BANK,COMMERCIAL BANK,STATE,"BENSON, MN",6/14/1985 ,FDIC,1602.0,ACQUISITION,38007,41598.0,
6576.0,STRONG'S BANK,COMMERCIAL BANK,STATE,"DODGEVILLE, WI",6/14/1985 ,FDIC,11613.0,TRANSFER,28240,30733.0,
6577.0,FARMERS STATE BANK OF DEXTER,COMMERCIAL BANK,STATE,"DEXTER, KS",6/20/1985 ,FDIC,10507.0,PAYOUT,4166,4267.0,
5580.0,GOLDEN PACIFIC NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"NEW YORK, NY",6/21/1985 ,FDIC,22452.0,TRANSFER,131418,146254.0,
2474.0,"FIRST CITY BANK, N.A.",COMMERCIAL BANK,FEDERAL,"OKLAHOMA CITY, OK",6/21/1985 ,FDIC,4165.0,ACQUISITION,92708,97808.0,
2473.0,URBANA SAVINGS BANK,COMMERCIAL BANK,STATE,"URBANA, IA",6/21/1985 ,FDIC,13153.0,ACQUISITION,6325,7158.0,
7536.0,NEW ORLEANS S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW ORLEANS, LA",6/25/1985 ,FSLIC,31480.0,TRANSFER,105339,118050.0,
7532.0,CRESCENT SAVINGS BANK,SAVINGS BANK,STATE,"NEW ORLEANS, LA",6/25/1985 ,FSLIC,32098.0,TRANSFER,83950,89114.0,
7535.0,AUDUBON S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW ORLEANS, LA",6/25/1985 ,FSLIC,31891.0,TRANSFER,222109,211301.0,
7534.0,NORTHLAKE S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"COVINGTON, LA",6/25/1985 ,FSLIC,32029.0,TRANSFER,148074,141383.0,
,COMMUNITY FS&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"BATON ROUGE, LA",6/25/1985 ,FSLIC,32015.0,TRANSFER,46831,47936.0,
7530.0,"SUN BELT FEDERAL BANK, FSB",SAVINGS BANK,STATE,"LAKE PROVIDENCE, LA",6/25/1985 ,FSLIC,28913.0,TRANSFER,269111,278335.0,
2475.0,FIRST BANK & TRUST,COMMERCIAL BANK,STATE,"TRACY CITY, TN",6/28/1985 ,FDIC,4968.0,ACQUISITION,19718,21123.0,
2476.0,MADISON BANK,COMMERCIAL BANK,STATE,"MADISON, KS",7/2/1985 ,FDIC,10510.0,ACQUISITION,7739,8392.0,
2477.0,THE FIRST NATIONAL BANK OF JACKSONVILLE,COMMERCIAL BANK,FEDERAL,"JACKSONVILLE, AL",7/5/1985 ,FDIC,14837.0,ACQUISITION,39643,43290.0,
6584.0,CROSSROADS STATE BANK,COMMERCIAL BANK,STATE,"OKLAHOMA CITY, OK",7/11/1985 ,FDIC,22163.0,PAYOUT,17101,17776.0,
5586.0,THE FIRST NATIONAL BANK OF DAROUZZET,COMMERCIAL BANK,FEDERAL,"DARROUZETT, TX",7/18/1985 ,FDIC,3166.0,PAYOUT,11388,18213.0,
2478.0,ESKRIDGE STATE BANK,COMMERCIAL BANK,STATE,"ESKRIDGE, KS",7/18/1985 ,FDIC,17962.0,ACQUISITION,9435,10137.0,
7543.0,"SUNRISE, S&LA",SAVINGS ASSOCIATION,FEDERAL/STATE,"LAKE WORTH, FL",7/18/1985 ,FSLIC,32016.0,TRANSFER,1498748,1516512.0,
2480.0,LINN COUNTY BANK,COMMERCIAL BANK,STATE,"LINNEUS, MO",7/19/1985 ,FDIC,10625.0,ACQUISITION,5301,5381.0,
2479.0,GILPIN COUNTY BANK,COMMERCIAL BANK,STATE,"BLACK HAWK, CO",7/19/1985 ,FDIC,22851.0,ACQUISITION,3481,3861.0,
2482.0,FIRST NATIONAL BANK OF GLENROCK,COMMERCIAL BANK,FEDERAL,"GLENROCK, WY",7/23/1985 ,FDIC,18928.0,ACQUISITION,16463,18686.0,
2481.0,THE FIRST NATIONAL BANK OF ONAGA,COMMERCIAL BANK,FEDERAL,"ONAGA, KS",7/23/1985 ,FDIC,4745.0,ACQUISITION,22259,22379.0,
2483.0,KANSAS AMERICAN BANK,COMMERCIAL BANK,STATE,"OVERLAND PARK, KS",7/25/1985 ,FDIC,20699.0,ACQUISITION,23888,25707.0,
2484.0,CITIZENS STATE BANK OF EL DORADO,COMMERCIAL BANK,STATE,"EL DORADO, KS",7/25/1985 ,FDIC,12423.0,ACQUISITION,29527,31185.0,
2491.0,RIVERSIDE NATIONAL BANK OF HOUSTON,COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",8/1/1985 ,FDIC,18862.0,ACQUISITION,17158,18365.0,
2485.0,FARMERS STATE BANK,COMMERCIAL BANK,STATE,"RISING CITY, NE",8/2/1985 ,FDIC,11828.0,ACQUISITION,11929,12845.0,
7520.0,BELL SAVINGS BANC,SAVINGS ASSOCIATION,FEDERAL/STATE,"TEMPLE, TX",8/2/1985 ,FSLIC,29527.0,TRANSFER,288045,185009.0,
2486.0,FARMERS STATE BANK OF ROUND LAKE,COMMERCIAL BANK,STATE,"ROUND LAKE, MN",8/2/1985 ,FDIC,10970.0,ACQUISITION,20903,23210.0,
2489.0,MINEOLA STATE BANK,COMMERCIAL BANK,STATE,"MINEOLA, IA",8/6/1985 ,FDIC,14180.0,ACQUISITION,4928,5205.0,
2490.0,SECURITY BANK & TRUST COMPANY,COMMERCIAL BANK,STATE,"MIDWEST CITY, OK",8/8/1985 ,FDIC,18907.0,ACQUISITION,33426,34976.0,
2492.0,STATE BANK OF FARMERSVILLE,COMMERCIAL BANK,STATE,"FARMERSVILLE, IL",8/9/1985 ,FDIC,10085.0,ACQUISITION,12118,11984.0,
,SIERRA FS&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"DENVER, CO",8/9/1985 ,FSLIC,31906.0,TRANSFER,81482,48363.0,
6600.0,STATE BANK OF HERNDON,COMMERCIAL BANK,STATE,"HERNDON, KS",8/14/1985 ,FDIC,15380.0,PAYOUT,5758,6237.0,
5601.0,"PARK WEST BANK, N.A.",COMMERCIAL BANK,FEDERAL,"FARMERS BRANCH, TX",8/15/1985 ,FDIC,24761.0,TRANSFER,18232,20544.0,
7521.0,MONTANA S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"KALISPELL, MT",8/16/1985 ,FSLIC,32055.0,PAYOUT,30360,26949.0,
7557.0,CENTENNIAL  S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"GUERNEVILLE, CA",8/20/1985 ,FSLIC,31818.0,TRANSFER,367831,368163.0,
6602.0,THE BANK OF BRONSON,COMMERCIAL BANK,STATE,"BRONSON, KS",8/23/1985 ,FDIC,10501.0,PAYOUT,9294,9604.0,
7522.0,ALLIANCE FS&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"KENNER, LA",8/23/1985 ,FSLIC,32083.0,TRANSFER,133989,188137.0,
2494.0,MISSOURI DELTA BANK,COMMERCIAL BANK,STATE,"HAYTI, MO",8/28/1985 ,FDIC,19574.0,ACQUISITION,8112,9116.0,
2493.0,CARDWELL STATE BANK,COMMERCIAL BANK,STATE,"CARDWELL, MO",8/28/1985 ,FDIC,16084.0,ACQUISITION,5664,6206.0,
7541.0,PRESIDIO  S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"PORTERVILLE, CA",8/28/1985 ,FSLIC,31749.0,TRANSFER,244890,284494.0,
2495.0,"MONCOR BANK, N.A.",COMMERCIAL BANK,FEDERAL,"HOBBS, NM",8/30/1985 ,FDIC,16798.0,ACQUISITION,220340,229302.0,
,WESTSIDE FS&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SEATTLE, WA",8/30/1985 ,FSLIC,28124.0,TRANSFER,325085,378366.0,
2496.0,THE BANK OF LORETTO,COMMERCIAL BANK,STATE,"LORETTO, TN",9/4/1985 ,FDIC,6096.0,ACQUISITION,24782,25637.0,
6607.0,BANK OF CLIFTON,COMMERCIAL BANK,STATE,"CLIFTON, CO",9/6/1985 ,FDIC,23209.0,PAYOUT,9839,10887.0,
2498.0,FIRST SECURITY BANK OF DICKSON,COMMERCIAL BANK,STATE,"DICKSON, TN",9/12/1985 ,FDIC,20490.0,ACQUISITION,14259,14785.0,
2497.0,"MONCOR BANK, N.A.",COMMERCIAL BANK,FEDERAL,"ROSWELL, NM",9/12/1985 ,FDIC,24106.0,ACQUISITION,32901,33293.0,
5610.0,THE FIRST NATIONAL BANK OF ROCKLAND,COMMERCIAL BANK,FEDERAL,"RAMAPO, NY",9/13/1985 ,FDIC,21562.0,TRANSFER,25309,29482.0,
6611.0,ELBA STATE BANK,COMMERCIAL BANK,STATE,"ELBA, NE",9/18/1985 ,FDIC,12743.0,PAYOUT,4217,4735.0,
6612.0,THE SEDAN STATE BANK,COMMERCIAL BANK,STATE,"SEDAN, KS",9/25/1985 ,FDIC,1148.0,PAYOUT,26586,28153.0,
5614.0,THE FIRST NATIONLAL BANK IN TERRAL,COMMERCIAL BANK,FEDERAL,"TERRAL, OK",9/27/1985 ,FDIC,4207.0,PAYOUT,3948,4063.0,
2499.0,WESTERN STATE BANK,COMMERCIAL BANK,STATE,"DENTON, TX",9/27/1985 ,FDIC,18760.0,ACQUISITION,23678,27831.0,
2500.0,"TOWER BANK, N.A.",COMMERCIAL BANK,FEDERAL,"HIALEAH GARDENS, FL",10/3/1985 ,FDIC,24573.0,ACQUISITION,19722,20523.0,
2502.0,BANK OF CANTON,COMMERCIAL BANK,STATE,"CANTON, OK",10/10/1985 ,FDIC,15756.0,ACQUISITION,20609,22438.0,
2504.0,THE FIRST NATIONAL BANK OF ST. JOSEPH,COMMERCIAL BANK,FEDERAL,"ST. JOSEPH, MO",10/11/1985 ,FDIC,4602.0,ACQUISITION,175895,193485.0,
2503.0,SARATOGA STATE BANK,COMMERCIAL BANK,STATE,"SARATOGA, WY",10/11/1985 ,FDIC,525.0,ACQUISITION,16300,18470.0,
2505.0,FARMERS STATE BANK IN AFTON,COMMERCIAL BANK,STATE,"AFTON, OK",10/17/1985 ,FDIC,2321.0,ACQUISITION,9905,10794.0,
7578.0,FARMERS SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,"DAVIS, CA",10/18/1985 ,FSLIC,32032.0,PAYOUT,526353,590288.0,
2507.0,THE EARLY BANK,COMMERCIAL BANK,STATE,"EARLY, TX",10/18/1985 ,FDIC,23024.0,ACQUISITION,15130,15846.0,
2508.0,FARMERS STATE BANK OF KANARANZI,COMMERCIAL BANK,STATE,"KANARANZI, MN",10/18/1985 ,FDIC,12189.0,ACQUISITION,3823,3907.0,
2509.0,THE CITIZENS BANK,COMMERCIAL BANK,STATE,"OGDEN, UT",10/18/1985 ,FDIC,19383.0,ACQUISITION,85512,93459.0,
2506.0,FIRST STATE BANK,COMMERCIAL BANK,STATE,"JET, OK",10/18/1985 ,FDIC,14670.0,ACQUISITION,11495,12344.0,
6626.0,YELLOWSTONE STATE BANK,COMMERCIAL BANK,STATE,"LANDER, WY",11/1/1985 ,FDIC,23218.0,PAYOUT,20774,18676.0,
2510.0,EARLY SAVINGS BANK,COMMERCIAL BANK,STATE,"EARLY, IA",11/1/1985 ,FDIC,10116.0,ACQUISITION,11935,12890.0,
2511.0,THE AURORA BANK,COMMERCIAL BANK,STATE,"AURORA, CO",11/1/1985 ,FDIC,23892.0,ACQUISITION,15214,16567.0,
2513.0,NORTHSHORE BANK,COMMERCIAL BANK,STATE,"HOUSTON, TX",11/8/1985 ,FDIC,18859.0,ACQUISITION,43341,47187.0,
2512.0,AUBURN SAVINGS BANK,COMMERCIAL BANK,STATE,"AUBURN, IA",11/8/1985 ,FDIC,14271.0,ACQUISITION,6647,6833.0,
5629.0,FIRST NATIONAL BANK OF TEAGUE,COMMERCIAL BANK,FEDERAL,"TEAGUE, TX",11/14/1985 ,FDIC,5550.0,PAYOUT,29155,31995.0,
6630.0,THE FARMERS AND MERCHANTS STATE BANK OF RU,COMMERCIAL BANK,STATE,"LA CROSSE, KS",11/21/1985 ,FDIC,13160.0,PAYOUT,28914,32647.0,
2516.0,THE CLARKSDALE BANK OF CLARKDALE,COMMERCIAL BANK,STATE,"CLARKSDALE, MO",11/21/1985 ,FDIC,8562.0,ACQUISITION,5847,6167.0,
2514.0,DECATAUR COUNTY NATIONAL BANK OF OBERLIN,COMMERCIAL BANK,FEDERAL,"OBERLIN, KS",11/21/1985 ,FDIC,4740.0,ACQUISITION,16786,18362.0,
2515.0,THE DILL STATE BANK,COMMERCIAL BANK,STATE,"DILL CITY, OK",11/21/1985 ,FDIC,2306.0,ACQUISITION,14289,15459.0,
2519.0,CALIFORNIA HERITAGE BANK,COMMERCIAL BANK,STATE,"SAN DIEGO, CA",11/22/1985 ,FDIC,21691.0,ACQUISITION,22397,24114.0,
2517.0,CHESTER STATE BANK,COMMERCIAL BANK,STATE,"CHESTER, TX",11/22/1985 ,FDIC,11931.0,ACQUISITION,10979,11722.0,
2518.0,ALLEN COUNTY BANK AND TRUST COMPANY,COMMERCIAL BANK,STATE,"LEO, IN",11/22/1985 ,FDIC,20533.0,ACQUISITION,10524,10907.0,
7585.0,USM (U.S. MUTUAL) S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"ANN ARBOR, MI",11/26/1985 ,FSLIC,31761.0,PAYOUT,286973,306069.0,
7565.0,CITIZENS S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SALEM, OR",12/4/1985 ,FSLIC,31792.0,TRANSFER,153498,239709.0,
5638.0,THE FARMERS AND MERCHANTS NATIONAL BANK OF,COMMERCIAL BANK,FEDERAL,"HENNESSY, OK",12/5/1985 ,FDIC,4115.0,PAYOUT,27452,28684.0,
6637.0,SECURITY STATE BANK,COMMERCIAL BANK,STATE,"BROKEN BOW, NE",12/5/1985 ,FDIC,1433.0,PAYOUT,7550,8040.0,
7525.0,STATE  FS&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"CORVALLIS, OR",12/6/1985 ,FSLIC,31354.0,TRANSFER,443856,563862.0,
7524.0,GUARANTY S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"HARRISON, AR",12/6/1985 ,FSLIC,31321.0,TRANSFER,316527,451432.0,
2522.0,THE FIRST NATIONAL BANK IN LINCOLN COUNTY,COMMERCIAL BANK,FEDERAL,"RUIDOSO, NM",12/13/1985 ,FDIC,23977.0,ACQUISITION,30697,32024.0,
2521.0,LAKE NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"LAKE OZARK, MO",12/13/1985 ,FDIC,24449.0,ACQUISITION,19130,19795.0,
2520.0,"THE FARMERS STATE BANK OF BARRY COUNTY, EX",COMMERCIAL BANK,STATE,"EXETER, MO",12/13/1985 ,FDIC,12460.0,ACQUISITION,4079,4203.0,
2524.0,FARMERS STATE BANK,COMMERCIAL BANK,STATE,"SARGENT, NE",12/19/1985 ,FDIC,16732.0,ACQUISITION,11321,12474.0,
6642.0,FARMERS & MERCHANTS BANK,COMMERCIAL BANK,STATE,"COMSTOCK, NE",12/19/1985 ,FDIC,8596.0,PAYOUT,3180,3324.0,
6645.0,PRINCETON STATE BANK,COMMERCIAL BANK,STATE,"PRINCETON, MO",12/19/1985 ,FDIC,8299.0,PAYOUT,16809,18366.0,
2523.0,BANK OF PANAMA,COMMERCIAL BANK,STATE,"PANAMA, NE",12/19/1985 ,FDIC,18726.0,ACQUISITION,4281,4376.0,
2526.0,FIRST CITY BANK,COMMERCIAL BANK,STATE,"GLENDALE, CA",12/20/1985 ,FDIC,22698.0,ACQUISITION,28772,35813.0,
2525.0,STATE BANK OF FROST,COMMERCIAL BANK,STATE,"FROST, MN",12/20/1985 ,FDIC,1917.0,ACQUISITION,6603,7736.0,
2528.0,FIRST STATE BANK,COMMERCIAL BANK,STATE,"CACHE, OK",1/9/1986 ,FDIC,8976.0,ACQUISITION,18897,20725.0,4108.0
2527.0,THE FIRST NATIONAL BANK OF WHITE CITY,COMMERCIAL BANK,FEDERAL,"WHITE CITY, KS",1/9/1986 ,FDIC,4798.0,ACQUISITION,9239,9607.0,3408.0
6933.0,MANHATTAN BEACH S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"MANHATTAN BEACH, CA",1/9/1986 ,FSLIC,32205.0,TRANSFER,49569,51119.0,
2529.0,BANK OF DIXIE,COMMERCIAL BANK,STATE,"LAKE PROVIDENCE, LA",1/10/1986 ,FDIC,8147.0,ACQUISITION,36452,41444.0,13622.0
6652.0,AMERICAN BANK OF CASPER,COMMERCIAL BANK,STATE,"CASPER, WY",1/17/1986 ,FDIC,22670.0,TRANSFER,18905,20489.0,7066.0
2530.0,FIRST PROGRESSIVE BANK,COMMERCIAL BANK,STATE,"METAIRIE, LA",1/17/1986 ,FDIC,21722.0,ACQUISITION,37908,39362.0,15563.0
2531.0,UTAH FIRSTBANK,COMMERCIAL BANK,STATE,"SALT LAKE CITY, UT",1/24/1986 ,FDIC,22715.0,ACQUISITION,39601,38492.0,10297.0
2532.0,PIONEER STATE BANK,COMMERCIAL BANK,STATE,"SALT LAKE CITY, UT",1/24/1986 ,FDIC,22818.0,ACQUISITION,10893,11698.0,537.0
7562.0,BOHEMIAN S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"ST. LOUIS, MO",1/30/1986 ,FSLIC,32273.0,TRANSFER,220643,242394.0,
5655.0,THE PEOPLES NATIONAL BANK & TRUST,COMMERCIAL BANK,FEDERAL,"ALBIA, IA",2/6/1986 ,FDIC,4422.0,PAYOUT,49408,51966.0,13438.0
6657.0,VALENCIA BANK,COMMERCIAL BANK,STATE,"PLACENTIA, CA",2/7/1986 ,FDIC,20572.0,TRANSFER,99181,101081.0,0.0
2534.0,JOHNSON COUNTY BANK,COMMERCIAL BANK,STATE,"TECUMSEH, NE",2/7/1986 ,FDIC,11484.0,ACQUISITION,19384,20173.0,4818.0
7566.0,MT. WHITNEY S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"EXETER, CA",2/12/1986 ,FSLIC,32058.0,TRANSFER,83873,81642.0,
5660.0,"EXECUTIVE CENTER BANK, N.A.",COMMERCIAL BANK,FEDERAL,"DALLAS, TX",2/14/1986 ,FDIC,25162.0,PAYOUT,9608,9911.0,3208.0
2535.0,FIRST NATIONAL BANK OF TIPTON,COMMERCIAL BANK,FEDERAL,"TIPTON, IA",2/14/1986 ,FDIC,16740.0,ACQUISITION,18008,17896.0,665.0
2536.0,PARK BANK OF FLORIDA,COMMERCIAL BANK,STATE,"ST. PETERSBURG, FL",2/14/1986 ,FDIC,20859.0,ACQUISITION,577791,591667.0,134893.0
,INTERCAPITAL S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"JACKSONVILLE BEACH, FL",2/14/1986 ,FSLIC,32215.0,TRANSFER,70825,65233.0,
7576.0,AMERICAN DIVERSIFIED SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,"COSTA MESA, CA",2/14/1986 ,FSLIC,32006.0,PAYOUT,958953,978635.0,
6661.0,ELK CITY STATE BANK,COMMERCIAL BANK,STATE,"ELK CITY, OK",2/21/1986 ,FDIC,23151.0,PAYOUT,21408,22159.0,7862.0
2538.0,FIRST NATIONAL BANK AT DOUGLAS,COMMERCIAL BANK,FEDERAL,"DOUGLAS, WY",2/21/1986 ,FDIC,19405.0,ACQUISITION,14260,14020.0,4103.0
7574.0,CAPITOL S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"MOUNT PLEASANT, IA",2/21/1986 ,FSLIC,29920.0,TRANSFER,180527,192018.0,
2537.0,THE FIRST NATIONAL BANK OF GORMAN,COMMERCIAL BANK,FEDERAL,"GORMAN, TX",2/27/1986 ,FDIC,3224.0,ACQUISITION,13623,14486.0,5669.0
2540.0,THE CITY NATIONAL BANK OF PLAINVIEW,COMMERCIAL BANK,FEDERAL,"PLAINVIEW, TX",3/6/1986 ,FDIC,13920.0,ACQUISITION,49606,48357.0,1632.0
2539.0,THE FIRST NATIONAL BANK OF TEKAMAH,COMMERCIAL BANK,FEDERAL,"TEKAMAH, NE",3/6/1986 ,FDIC,5482.0,ACQUISITION,20228,21166.0,2204.0
6666.0,THE CITIZENS BANK OF WINIGAN,COMMERCIAL BANK,STATE,"WINIGAN, MO",3/7/1986 ,FDIC,9391.0,PAYOUT,6209,6534.0,1270.0
6667.0,FARMERS & MERCHANTS ST BK OF LAMBERTON,COMMERCIAL BANK,STATE,"LAMBERTON, MN",3/14/1986 ,FDIC,1405.0,TRANSFER,16196,17139.0,3611.0
2541.0,WILLIAMS SAVINGS BANK,COMMERCIAL BANK,STATE,"WILLIAMS, IA",3/20/1986 ,FDIC,12667.0,ACQUISITION,11746,12847.0,359.0
,GUARANTY S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"LONGVIEW, WA",3/21/1986 ,FSLIC,30966.0,TRANSFER,13877,22341.0,
,WESTWOOD S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"LOS ANGELES, CA",3/27/1986 ,FSLIC,31927.0,MANAGEMENT,550570,583179.0,
2544.0,STOCKHOLM STATE BANK,COMMERCIAL BANK,STATE,"STOCKHOLM, SD",3/27/1986 ,FDIC,9951.0,ACQUISITION,6644,7154.0,991.0
2542.0,FIRST STATE BANK,COMMERCIAL BANK,STATE,"WHITE CLOUD, KS",3/27/1986 ,FDIC,17616.0,ACQUISITION,5597,6083.0,1399.0
2543.0,FIRST STATE BANK,COMMERCIAL BANK,STATE,"MEMPHIS, TX",3/27/1986 ,FDIC,11911.0,ACQUISITION,16307,17008.0,4708.0
2545.0,FAMILY BANK,COMMERCIAL BANK,STATE,"OGDEN, UT",3/28/1986 ,FDIC,22432.0,ACQUISITION,24673,27979.0,2764.0
6672.0,FARMERS & MERCHANTS BANK OF HUNTSVILLE,COMMERCIAL BANK,STATE,"HUNTSVILLE, MO",3/28/1986 ,FDIC,14389.0,TRANSFER,17590,16603.0,4718.0
2547.0,EDDY COUNTY NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"CARLSBAD, NM",4/3/1986 ,FDIC,23190.0,ACQUISITION,26541,30352.0,10919.0
2546.0,INDUSTRIAL NATIONAL BANK OF EAST CHICAGO,COMMERCIAL BANK,FEDERAL,"EAST CHICAGO, IN",4/3/1986 ,FDIC,22774.0,ACQUISITION,8146,8387.0,1180.0
7529.0,MAINLAND  S&LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"HOUSTON, TX",4/4/1986 ,FSLIC,30342.0,TRANSFER,873609,1003281.0,
2549.0,THE FIRST NATIONAL BANK OF RUSTON,COMMERCIAL BANK,FEDERAL,"RUSTON, LA",4/10/1986 ,FDIC,14308.0,ACQUISITION,31047,31539.0,2287.0
6677.0,THE PEOPLES BANK OF MERCER,COMMERCIAL BANK,STATE,"MERCER, MO",4/10/1986 ,FDIC,11451.0,PAYOUT,10456,10412.0,1987.0
2548.0,THE NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"DYERSVILLE, IA",4/10/1986 ,FDIC,4452.0,ACQUISITION,39806,43038.0,11234.0
2550.0,CENTER NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"LOS ANGELES, CA",4/11/1986 ,FDIC,23920.0,ACQUISITION,45728,47721.0,10939.0
,GATEWAY SB,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN FRANCISCO, CA",4/14/1986 ,FSLIC,32059.0,MANAGEMENT,166948,155852.0,
